Age,Income,Credit_Score,Debt_to_Income_Ratio,Existing_Loan_Balance,Loan_Amount,Interest_Rate,Loan_Duration_Months,Gender_Female,Gender_Male,Employment_Status_Employed,Employment_Status_Unemployed,Location_Suburban,Location_Urban,Loan_Status_Non-Default
27,42666.21908893011,810,0.5794837202536315,6645.238578463025,37608.025381845066,10.257640676692915,67,1,0,0,1,0,1,1
53,98252.24976672315,834,0.494647767136136,23711.295316149277,42804.85367175767,17.217530528081245,26,1,0,1,0,0,0,1
31,41052.02076818634,686,0.542547520923291,13756.445652907556,31732.117870953763,6.916135629436183,13,1,0,1,0,0,1,1
48,57570.310451389225,757,0.833782241296752,29407.146411913884,26599.29845157754,15.095162100737321,33,0,1,1,0,0,0,1
32,90189.20365704547,707,0.6778943293638343,33679.96959269433,43098.70697065772,16.37671156841281,21,0,1,1,0,1,0,1
25,26405.0930128181,685,0.927424993564946,3268.371461217073,7552.504810463824,11.43874975946904,47,0,0,0,1,0,1,1
31,85655.04016754015,689,0.5817408831735125,32209.348905406117,19561.468492647546,11.286292207576912,17,0,1,1,0,0,0,1
40,65680.6695179736,528,0.19602860304587025,24905.76376715683,7581.64267695693,6.887963600090487,43,0,0,1,0,1,0,1
57,22544.163265573632,526,0.01872584727077731,41934.58211568882,46899.736958687135,13.640907572417769,70,0,1,1,0,0,0,0
38,92233.03135734152,626,0.3171139068552969,39663.174302844534,9013.657772586344,6.415004733545468,24,0,1,0,1,0,1,0
33,23135.74683645944,634,0.06273602532291468,20648.60772164057,48179.782755350345,7.465454353095617,43,0,0,1,0,0,0,0
62,61217.423701703425,576,0.4070650310072793,48810.23379674076,37886.94656812584,13.137993739781265,47,1,0,0,1,0,0,1
35,23922.49970925449,529,0.1878901698803964,29345.414837879845,27254.254724130904,7.717532932745072,13,0,1,1,0,1,0,0
64,25696.007877959848,456,0.4049132634811231,48182.25668015008,19067.1839742592,10.884975403052524,24,1,0,0,1,1,0,1
41,90976.34514063137,312,0.3992032723235132,35963.19926471878,29168.626568819986,19.156090722494774,53,1,0,1,0,1,0,1
43,81266.04375699548,802,0.2762690695084056,20377.547415457426,33921.19394146746,13.11030929862709,18,1,0,0,1,0,1,1
42,35755.29385959132,496,0.652819427776256,11688.920540450144,26658.623726956917,15.764953249100532,70,0,1,1,0,1,0,1
62,69637.4378571403,402,0.4334338126729929,23270.439411009047,46287.450345827536,14.950435515560464,68,0,0,1,0,0,1,1
58,83574.36547449723,469,0.8934563066929241,46802.40988497756,11268.351399497995,19.196944062476454,43,0,0,1,0,1,0,1
46,91167.25130934916,408,0.07608040858184406,6511.342236837858,10777.976175579872,4.8162730791003066,48,0,1,0,0,1,0,0
32,57464.5541471317,675,0.4106235881858053,23015.846471086446,40078.349585134885,6.123008859768071,47,0,0,0,1,1,0,1
62,91799.99019209633,425,0.7759496443157914,17344.05596512768,30232.48588392305,14.658065354650688,40,0,0,0,1,1,0,0
18,60628.00581740493,684,0.4945352827495376,43363.67394334069,23273.95583434811,17.387733281619795,50,1,0,1,0,0,1,0
42,75058.24337421531,447,0.9660812726628852,40202.905278714934,41920.41019745247,15.6907679100753,64,1,0,1,0,0,1,1
24,98322.34875401114,300,0.1748229704953631,27606.91485122153,47257.93792320319,5.51013421887056,53,0,1,1,0,0,1,1
26,38876.14313556214,306,0.3160241945771588,20753.40788941096,28612.160702591376,14.556711696698162,22,0,1,1,0,1,0,1
41,33481.70208659825,462,0.11615405814684746,34209.00940128947,30587.607481844214,13.67904415491042,23,1,0,0,1,1,0,1
18,47361.50599822962,735,0.2467296517435189,47654.11801507625,7474.981830236793,12.127903078397825,67,0,0,1,0,1,0,1
61,33151.92181762475,733,0.6725322518964542,5058.080356075512,27430.149227714828,12.589467852659025,61,1,0,1,0,0,1,1
25,42733.02445638993,624,0.486945997323864,44941.37206035892,5887.315936081038,13.321450556449951,63,1,0,1,0,0,0,1
41,79438.82586964831,456,0.16206722971213916,14711.524670440207,23265.438435227552,6.0771866976847235,47,0,1,0,1,0,0,1
28,58201.92287370298,413,0.4746950693240731,210.84060934216663,48486.50047285267,8.65193901560301,38,0,1,1,0,0,0,1
34,50003.30355959216,411,0.8474014588650858,37050.09409041642,39315.20995211092,13.410492641028256,38,1,0,0,0,0,1,1
25,49497.920422063435,754,0.4398258577087525,39421.25112664383,38048.55638841298,4.350377087524547,41,0,1,1,0,0,0,0
52,35562.397992004255,372,0.013214528993459207,15237.939954982096,40318.76413865764,15.07246178991824,66,1,0,0,1,0,1,1
52,55792.916342959616,492,0.054921538879270204,38922.36062651625,43235.588587992155,15.67360969377702,12,0,1,1,0,0,1,0
50,69970.8446950541,774,0.43812033364417935,39900.91981508121,6921.7071561621215,5.444861330910856,37,1,0,1,0,1,0,1
22,31132.3867614579,572,0.5932451257164157,33765.19532965298,44577.34789884905,7.829305447422729,46,0,1,0,1,1,0,1
59,97825.02891761716,393,0.8865330157342425,1932.024046465508,39857.68410835101,6.9285418152711555,71,1,0,1,0,0,1,0
56,55462.49411413869,814,0.9819615153181644,33370.92942069988,35776.1719593231,6.568665213723168,19,1,0,0,1,0,0,1
58,95836.87334011158,519,0.9803761097354716,46620.291362134296,23257.99416049153,9.2334526053895,39,0,1,0,1,0,1,1
45,30772.71412993481,304,0.5578939787361283,31015.76050063264,18524.327082190503,15.827999106624857,15,0,1,1,0,0,1,0
24,81377.27625381443,493,0.03573042488685218,18346.173129920546,13637.436814056246,9.914277178974988,42,0,1,0,1,0,0,0
26,69411.04404348359,353,0.21348212462572647,28174.074590559725,20372.419154999367,12.092039588555885,69,0,0,0,1,1,0,1
25,85605.12956346966,508,0.4343317154355931,49657.29460953767,44522.63611277111,5.085209648085796,68,0,1,0,1,0,1,0
29,68054.23383641643,796,0.8796759604009289,23629.10678511212,7540.775954610399,13.445695169091234,23,1,0,1,0,1,0,0
51,97026.93065942447,754,0.0215589046675545,42077.534909635164,37678.02037196822,19.98511099411716,28,0,0,1,0,1,0,1
50,70154.54647438861,379,0.5093394350970668,6926.711645290489,8831.907163935239,15.394618143448195,48,1,0,1,0,1,0,1
40,82768.33002755744,307,0.6534654693713099,2824.0451948429277,10256.644156749577,11.243596450526756,60,0,1,0,0,0,1,0
41,90206.54180266938,390,0.28822983309310546,19507.391699102074,13988.327833039244,11.012587291120308,29,0,0,0,0,0,0,1
54,77166.67769683679,645,0.3156783709209522,6888.629061606805,35323.31698445599,18.68270159407541,45,0,1,1,0,0,0,1
52,61938.93252505282,650,0.3884270283305837,16526.37643376995,43313.455071872704,9.933481690464944,33,1,0,1,0,1,0,1
61,41825.36630107362,509,0.2745942713299986,35771.3910650669,11379.931280407764,15.348045422513223,65,0,0,0,1,1,0,1
57,88359.40907165353,557,0.4371884246300515,22274.397765509933,15524.64512728239,13.36949720548074,59,1,0,0,1,0,0,1
39,58446.26021509428,340,0.1580929487427858,16060.71267205891,33559.6288908202,13.654715630828845,23,1,0,0,1,1,0,1
44,69656.65810680472,603,0.199331895244916,44575.19605185276,25527.526294664553,4.423471624202031,52,0,1,1,0,0,0,1
52,26338.123030473587,540,0.037136155512190634,471.4412692273906,33506.41166572157,14.318319691075446,46,0,1,1,0,0,0,1
18,59788.105850147986,833,0.4113146514430908,40701.41734604114,12123.98491113726,13.914390236423154,24,1,0,1,0,0,1,1
52,75852.61152158759,544,0.7073382523289572,31063.43956912694,25682.075223001866,15.608574294524887,37,0,1,1,0,1,0,0
54,66725.7527947016,603,0.5061521972147519,2322.7855214982833,20320.635237254493,14.516927472607597,45,0,0,0,1,1,0,0
64,55884.388483656396,834,0.5306577890780703,1707.7056160903933,24652.28205432836,17.957180832856068,24,0,0,1,0,0,1,1
31,37874.185339973534,410,0.4499463531089096,8595.03023186507,18336.13569611025,19.956279976099307,59,0,0,0,1,0,0,1
20,44773.616007212775,429,0.5848467030993998,48870.29364015927,11446.094087126869,6.2467954568247315,14,1,0,1,0,1,0,0
18,76049.94865298407,661,0.22967635593177216,4285.445856666065,35005.2370975252,18.104129289175702,70,1,0,0,1,0,1,1
22,37935.25590715191,559,0.20751579982731935,36942.78787458129,35105.91000149207,7.965852332415881,47,0,0,1,0,0,0,1
43,69738.12922471053,830,0.9419644353617618,20079.607847864467,16897.35977567795,7.453844665406384,49,0,0,1,0,0,1,1
31,67179.00900449626,513,0.4504094042905102,11832.282667434543,30972.367027901597,6.8168106432404185,59,1,0,1,0,0,1,1
56,97633.39835094911,352,0.8271758089864095,28750.22474834389,48276.23296376156,12.28537054956398,70,0,1,1,0,0,1,0
44,24862.54739877359,489,0.9168317523624688,18409.390522783546,29170.788665507433,11.957926451651973,67,0,1,0,1,0,1,1
26,28649.808583684917,790,0.614883404701099,15509.114149071309,19129.750837559164,17.458885696672183,46,1,0,1,0,0,0,1
32,60486.67725166056,443,0.2987932686920448,11981.113606010478,18885.10503028563,10.46359766874282,53,1,0,0,1,0,1,0
32,62168.78602829077,479,0.6798032113070672,22890.86724922149,42406.18169417933,16.319722720367924,68,0,0,0,0,0,0,1
43,23194.212704413698,818,0.4309138934380844,8480.249278179308,26981.185054030542,19.56299849367365,16,0,1,0,1,0,1,1
59,86068.43366875616,367,0.9730681012029024,42597.3841302786,16847.264877585847,6.303319734746619,67,0,1,0,1,0,1,1
30,59577.87984823166,407,0.8112896087101339,29587.13756454833,33389.907492529645,4.422386813372482,48,0,1,1,0,1,0,1
49,47731.49973124231,484,0.8149448233229993,3144.0745109395207,43913.93844304832,8.946602330863163,67,0,1,1,0,1,0,1
56,45508.301649190056,450,0.5886890115575021,22852.178505120533,37735.816035934826,19.28975316241201,61,0,1,0,1,1,0,1
49,88912.57452433449,774,0.008415543044507201,31479.517594726498,8885.53991346232,16.308354655337073,34,1,0,0,1,1,0,1
21,35738.62931425443,401,0.8318207220016514,43080.52575464836,20374.665790353854,10.72221857280844,55,1,0,1,0,0,1,1
47,32833.416434608735,438,0.02537189348629953,1173.9826823875196,41572.005235068544,4.582354686798227,45,1,0,0,0,0,1,0
54,37054.28233786265,687,0.12235806102632595,22813.77138195509,23821.53486998395,8.037185070498126,18,0,1,1,0,0,0,1
40,70001.8038121571,788,0.8386691196427565,35292.0444274972,49938.244206410265,18.076571758912003,39,0,1,0,0,0,1,1
56,84874.46845027272,357,0.2187949728330313,9806.391515278972,20387.321420912933,5.617875985723583,42,1,0,1,0,0,0,1
62,46478.29550305437,387,0.8411261467242237,11067.294054272585,45837.272948604834,14.122924611700704,52,0,0,0,1,0,1,1
32,33876.959849185034,421,0.23635088788385195,24483.68814423455,25675.089986113217,13.422488357128696,21,0,1,0,1,0,1,0
60,36735.533410289645,543,0.7707083199332366,44224.731564109505,47119.957337285305,8.279749206350273,48,0,0,0,1,0,0,0
46,69534.70228142808,366,0.5421764163162145,19913.56421092756,23958.723946084803,13.03800042475328,58,0,1,1,0,1,0,1
53,39682.81809713839,593,0.6709938636702725,24224.321282394194,26080.458716954086,15.533308649501354,46,0,0,1,0,0,1,1
30,90182.41850810936,429,0.8380813513744508,31787.91295927652,29336.169561352934,4.003201941918396,36,0,0,1,0,1,0,1
49,28311.308353145116,339,0.9840284146309638,15539.226345937926,6790.61876089295,16.551303956775154,61,0,1,0,0,0,0,0
24,22589.48272044161,511,0.08569181059058006,43354.29912653101,8782.277369254287,10.824704192540702,17,1,0,0,1,0,1,1
39,27070.25967687232,355,0.6853832893794164,48092.977816458944,43456.15603471503,6.775765757283097,49,0,1,1,0,0,0,1
45,87651.44963090563,590,0.9587254810615212,32515.36870878997,16931.83785116935,12.167523888600256,48,0,0,1,0,0,1,1
19,72098.36157325289,651,0.3737956245271724,31923.809357883554,33226.81190791761,4.002544529721986,56,1,0,0,1,0,0,1
59,96619.57064938002,421,0.33374483458736603,33677.539066261656,16700.066360872013,17.308144356696733,42,1,0,1,0,0,0,1
62,46903.72330158061,394,0.6799769889771914,9694.852511620233,20843.722628433417,19.867019564388773,35,1,0,0,0,1,0,1
23,37014.25024077595,727,0.4019510566937614,36618.621432152635,32194.227370962744,14.519521307726489,65,0,0,1,0,1,0,1
45,64958.019145099934,748,0.21446051637989694,17348.866588786255,20238.32606080568,8.408032191555549,40,0,1,1,0,1,0,1
45,63026.26233013989,643,0.16146708580659153,49667.63329833552,37661.56755173167,18.176937270187945,46,1,0,1,0,0,1,1
61,67281.91905562574,847,0.19263021364579316,37608.383010303965,28244.50235530543,8.302352912636639,48,0,1,0,1,0,0,1
61,47802.70901282791,302,0.7043110296597136,29188.327164814727,39053.637352263366,9.145306408028302,46,0,1,1,0,1,0,1
37,20471.75520294294,329,0.918695107093701,45611.78126822372,14627.247324589722,18.67803038012652,13,1,0,1,0,0,1,1
47,22802.532235249346,554,0.8060136980037349,48502.010908943885,34023.484534769785,13.549226684896936,26,0,1,1,0,1,0,1
28,73106.11691380103,344,0.44820164555620595,40903.72484070294,19100.511048978857,9.463246473287033,55,0,1,0,1,0,1,1
45,61860.643852438516,476,0.5286011513632505,37829.862769727966,20891.2299431506,10.515090615677444,12,0,0,1,0,0,0,1
42,85680.90077210189,521,0.6201734352967532,3032.8381698338903,13396.801787744374,14.562266077641759,36,0,1,1,0,0,0,0
56,44032.78870294376,421,0.5799466315026838,35300.800678159176,10783.64749011758,14.097942672234813,21,1,0,1,0,0,0,0
50,85237.77897849401,574,0.9684727457564551,16787.7360395358,44661.60676890809,9.181455253857076,67,0,1,0,0,0,1,1
18,54039.31307612346,611,0.8866930759773732,46495.644715199734,47582.45364885027,5.030437288804087,45,0,1,1,0,0,0,1
44,27735.870843706984,717,0.04354018261228576,30588.158365924868,22710.239699870093,10.1571429090855,51,0,1,0,1,0,1,1
30,98232.92500725554,628,0.8357658477444365,18532.672991333002,39358.75087240801,14.3894296535809,16,1,0,0,1,0,1,1
58,60954.87433164159,402,0.11406096163524515,16948.90688772011,41157.80339710038,7.5195045579304765,29,1,0,0,1,0,1,1
20,70358.28111698771,581,0.6902095371893266,27741.569242146645,11383.328479076894,18.03300789520317,43,0,1,0,1,0,0,0
56,73663.77491916543,544,0.2856500126417197,24574.897069849765,47258.84401883819,8.768906460462567,36,0,1,1,0,0,0,1
23,48992.98017815045,432,0.7733834025921589,19543.75188299696,41369.62671896338,6.479783285353209,13,0,0,1,0,0,0,0
25,79802.26558897099,640,0.008606239776282387,10422.68490701737,40532.719477278224,10.144112354671806,42,0,1,1,0,0,1,1
44,89621.31722808137,321,0.3822718055247673,39823.6168925205,46602.10918064594,7.040273994897209,43,0,0,1,0,0,0,1
26,50974.9581131087,449,0.02152231511185509,21670.546195409963,20879.723397818496,10.730173323734732,32,0,1,0,0,0,1,0
54,72560.07093052387,466,0.9535300220047709,4944.788870816379,44900.97025003338,4.508219362099777,29,1,0,0,0,0,0,1
50,80569.90591817675,644,0.015364920555451024,4270.181663048139,49910.07776828999,10.436663312263011,56,0,1,0,1,0,1,1
59,35210.071815126495,760,0.15528993733879493,11905.817941604237,15410.565194358313,15.555651630043233,20,0,0,0,0,1,0,1
61,46607.686751677385,559,0.5392727856207723,27611.474452981944,10464.560112785235,7.799221661064132,34,1,0,0,0,0,0,1
41,28703.667710476388,499,0.6461511032678182,7398.914365982469,9895.93774584365,19.731686979673697,49,1,0,0,1,0,0,0
32,68176.67713985629,304,0.7289912591327689,10750.851882089008,21986.85242867368,6.139981088975019,34,0,1,1,0,0,1,1
49,84075.0156656685,599,0.2469023514653086,25085.160875316724,41394.58988719314,8.836419921100552,66,1,0,1,0,0,1,1
49,68867.09252679469,835,0.3009950058376313,10888.01964643898,38787.34477698193,11.363668954530047,27,1,0,0,0,0,1,1
41,34382.70647816352,535,0.23990290223265376,42903.21735689686,13879.626911565292,17.338187450755935,67,0,1,0,1,1,0,1
58,63709.479282090986,839,0.24407282230653216,29500.427942284296,29062.82096070482,10.390944938417784,26,0,1,0,1,0,0,0
29,86794.73188211277,451,0.7817929143730972,4291.325777789296,21269.13288021556,15.505843175964868,35,0,0,1,0,0,1,1
56,44217.98368625753,545,0.947998796500658,6994.289405217784,42432.59824632643,3.255248901864449,63,0,1,1,0,1,0,0
19,86612.12018021122,304,0.5958029356018919,9758.702090355577,41187.80637017584,3.434946213483526,58,1,0,1,0,1,0,0
20,82769.86270159905,312,0.15743059018176409,31494.716899616797,41456.1616930277,3.6451067671066175,52,1,0,1,0,0,1,1
54,21739.264626933993,764,0.06543282156838881,5282.520093078608,28636.908532839752,3.3936128845602203,49,0,0,0,0,0,0,1
34,39156.38512684016,585,0.2391765696458245,2164.4858276816053,41335.92728834339,6.476079047075957,27,0,0,1,0,0,1,1
19,63435.39246381807,638,0.17779441319277225,36423.01915721632,38001.145465273185,13.130751350366236,54,0,0,1,0,0,1,1
19,77409.38960154075,513,0.578521165958544,23906.333709274964,28614.233973235187,16.43669410204957,32,0,1,1,0,0,1,1
45,90442.44205222632,412,0.6979306667837901,42439.65570606241,39774.04492010308,12.649725039127574,37,0,0,1,0,1,0,0
40,71283.38546143155,637,0.004590781075530237,39642.89069456504,21958.746760019367,4.382172942213582,69,0,1,1,0,1,0,1
54,50427.533699963125,389,0.4396203625598039,13675.385263940163,40091.358929117836,14.961570471211589,56,1,0,0,0,0,0,1
49,34770.17653898523,775,0.6229792553013127,9612.96360889034,33051.801752578554,12.400301309981826,46,1,0,0,1,1,0,1
50,80802.86843699453,329,0.1928756864289265,25815.4761227408,43784.53168664927,8.375235125690084,56,0,1,0,1,0,1,1
18,36542.524745929615,839,0.9009708344225728,4005.206420040292,45154.997435788944,6.005680857529437,37,0,0,0,0,1,0,1
36,75634.44171745997,767,0.5490122702284063,31643.087732145137,22492.99690459096,4.377084875166139,59,0,1,0,0,0,0,1
19,34496.92938969659,687,0.34539777854987,608.9706084648982,17953.35786779064,11.410388755333235,47,1,0,1,0,0,1,1
61,27284.30802475716,656,0.018675614753740463,40155.260980102874,17603.798681759334,17.30017538604751,14,1,0,1,0,0,1,1
43,40088.01789652276,845,0.4843068646032072,44534.86102512209,19675.30397377155,4.7116700547262855,37,1,0,1,0,1,0,1
49,42794.38444200913,758,0.3359460328323776,49810.01973091781,7281.762919082169,4.8034503326083655,59,0,1,1,0,1,0,1
23,71776.7307595928,770,0.9695462919930964,17205.365585007097,46905.43764679018,7.666166715156852,18,1,0,1,0,0,0,1
49,32870.66941936471,526,0.37875496362847305,28096.31354967272,10579.176706174427,9.460354863837743,34,0,0,1,0,0,1,1
21,94424.55303895104,490,0.9210074154381872,43148.06611516957,44507.929592674445,19.880673465844517,52,0,1,1,0,0,0,0
28,64348.934907381874,301,0.6860543864634729,23106.95022064121,26940.566221931258,12.169085486796071,66,1,0,0,1,1,0,1
34,59274.53846531724,417,0.0739630575290835,16462.935363863962,45515.791180229025,17.076916917593643,30,0,1,0,1,0,1,0
55,54775.56114466942,607,0.9327204775395735,2441.256659616814,46966.61618578527,6.832936964737406,24,1,0,1,0,1,0,1
41,65328.107756015284,314,0.16844842355630485,19703.670745282263,41954.43021981459,18.469938972764197,34,0,0,0,1,0,1,1
